RedOdds,BlueOdds,RedExpectedValue,BlueExpectedValue,Date,TitleBout,WeightClass,Gender,NumberOfRounds,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueDraws,BlueAvgSigStrLanded,BlueAvgSigStrPct,BlueAvgSubAtt,BlueAvgTDLanded,BlueAvgTDPct,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWinsByDecisionMajority,BlueWinsByDecisionSplit,BlueWinsByDecisionUnanimous,BlueWinsByKO,BlueWinsBySubmission,BlueWinsByTKODoctorStoppage,BlueWins,BlueStance,BlueHeightCms,BlueReachCms,BlueWeightLbs,RedCurrentLoseStreak,RedCurrentWinStreak,RedDraws,RedAvgSigStrLanded,RedAvgSigStrPct,RedAvgSubAtt,RedAvgTDLanded,RedAvgTDPct,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWinsByDecisionMajority,RedWinsByDecisionSplit,RedWinsByDecisionUnanimous,RedWinsByKO,RedWinsBySubmission,RedWinsByTKODoctorStoppage,RedWins,RedStance,RedHeightCms,RedReachCms,RedWeightLbs,RedAge,BlueAge,LoseStreakDif,WinStreakDif,LongestWinStreakDif,WinDif,LossDif,TotalRoundDif,TotalTitleBoutDif,KODif,SubDif,HeightDif,ReachDif,AgeDif,SigStrDif,AvgSubAttDif,AvgTDDif,BetterRank,Finish,FinishRound,TotalFightTimeSecs,RedDecOdds,BlueDecOdds,RSubOdds,BSubOdds,RKOOdds,BKOOdds,FinishDetails_present,FinishDetails_clean,BMatchWCRank_present,RMatchWCRank_present,BMatchWCRank_cat,RMatchWCRank_cat,BWFeatherweightRank_present,RWFeatherweightRank_present,BPFPRank_present,BWFlyweightRank_present,RWFlyweightRank_present,BWStrawweightRank_present,BWBantamweightRank_present,BWelterweightRank_present,BBantamweightRank_present,BLightHeavyweightRank_present,BLightweightRank_present,BFeatherweightRank_present,BFlyweightRank_present,BMiddleweightRank_present,RWStrawweightRank_present,BHeavyweightRank_present,RWBantamweightRank_present,RFeatherweightRank_present,RBantamweightRank_present,RMiddleweightRank_present,RLightHeavyweightRank_present,RLightweightRank_present,RHeavyweightRank_present,RFlyweightRank_present,RWelterweightRank_present,RPFPRank_present,blue_has_any_rank,red_has_any_rank,Winner,OddsRatio,RedExperience,BlueExperience,ExperienceDifference,RedWinPercentage,BlueWinPercentage,WinPercentageDifference,RedForm,BlueForm,FormDifference,RedStrikerScore,BlueStrikerScore,RedGrapplerScore,BlueGrapplerScore,StyleAdvantage,RedFinishRate,BlueFinishRate,FinishRateDifference,RedAgeFactor,BlueAgeFactor,AgeFactorDifference,RedBettingConfidence,BlueBettingConfidence,RedPerformanceScore,BluePerformanceScore,PerformanceScoreDiff,RedImpliedProbability,BlueImpliedProbability
102.0,-122.0,102.0,81.9672,2024-11-23,False,Flyweight,MALE,3,2,0,0,3.9,0.45,0.2,1.6,0.21,2,3,15,0,0,2,1,0,0,0,3,Orthodox,172.72,170.18,125,0,2,0,3.13,0.38,2.4,2.42,0.31,2,0,4,0,0,1,0,0,1,0,2,Orthodox,170.18,180.34,125,26,31,2,-2,0,1,3,11,0,0,-1,2.54,-10.16,5,0.77,-2.2,-0.82,neither,S-DEC,3.0,900.0,450.0,130.0,500.0,400.0,600.0,1000.0,0,Not Recorded,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue,-0.8360655737704918,2,6,-4,0.99999999995,0.49999999999166667,0.49999999995833333,2,-2,4,1.1894,1.755,3.1502,0.536,-3.1797999999999997,0.5,0.0,0.5,0.7333333333333334,0.9333333333333333,-0.19999999999999996,0.0,203.9672,0.8799999999560001,0.3266666666612222,0.5533333332947779,0.00980392156862745,-0.00819672131147541
-245.0,200.0,40.8163,200.0,2024-11-23,False,Lightweight,MALE,3,0,1,0,3.64,0.37,0.0,0.0,0.0,1,2,11,0,0,0,1,2,0,0,3,Orthodox,175.26,177.8,155,0,1,0,3.86,0.29,0.0,0.0,0.0,2,2,12,0,0,1,1,1,0,0,3,Orthodox,182.88,180.34,155,24,31,0,0,-1,0,0,-1,0,1,0,-7.62,-2.54,7,-0.22,0.0,0.0,neither,U-DEC,3.0,900.0,250.0,650.0,750.0,1800.0,420.0,300.0,0,Not Recorded,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue,-1.225,5,5,0,0.599999999988,0.599999999988,0.0,1,1,0,1.1194,1.3468,0.0,0.0,-0.22740000000000005,0.3333333333333333,0.6666666666666666,-0.3333333333333333,0.6,0.9333333333333333,-0.33333333333333337,285.8163,0.0,0.3959999999920801,0.6159999999876801,-0.2199999999956,-0.004081632653061225,0.005
-105.0,-115.0,95.2381,86.9565,2024-11-16,False,Bantamweight,MALE,3,0,3,0,6.06,0.48,0.5,0.46,0.33,3,0,5,0,0,0,0,2,1,0,3,Orthodox,172.72,175.26,135,1,0,0,4.44,0.49,0.1,0.38,0.35,6,4,39,0,0,0,6,4,0,0,10,Southpaw,172.72,177.8,135,30,34,-1,3,-3,-7,-4,-34,0,-2,1,0.0,-2.54,4,1.62,0.4,0.08,Red,U-DEC,3.0,900.0,215.0,250.0,1400.0,1400.0,500.0,225.0,0,Not Recorded,0,1,Unranked,Rank 11-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Blue,0.9130434782608695,14,3,11,0.7142857142806123,0.9999999999666667,-0.2857142856860544,-1,3,-4,2.1756,2.9088,0.23299999999999998,0.6518,-0.31439999999999957,0.4,1.0,-0.6,1.0,0.7333333333333334,0.2666666666666666,200.2381,201.9565,0.6071428571385205,0.9533333333015557,-0.3461904761630352,-0.009523809523809525,-0.008695652173913044
-170.0,142.0,58.8235,142.0,2024-11-16,False,Welterweight,MALE,3,1,0,0,2.26,0.44,1.5,1.51,0.35,1,3,11,0,0,0,0,0,2,0,2,Orthodox,177.8,182.88,170,3,0,0,3.5,0.49,1.6,1.15,0.32,3,6,24,0,0,0,1,0,5,0,6,Switch,187.96,187.96,170,32,31,-2,0,-2,-4,-3,-13,0,0,-3,-10.16,-5.08,-1,-1.24,-0.1,0.36,neither,KO/TKO,1.0,175.0,180.0,300.0,380.0,550.0,450.0,1100.0,1,Punch,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue,-1.1971830985915493,12,5,7,0.49999999999583333,0.399999999992,0.10000000000383336,-3,-1,-2,1.7149999999999999,0.9944,1.968,2.0285,0.7811000000000001,0.8333333333333334,1.0,-0.16666666666666663,0.8666666666666667,0.9333333333333333,-0.06666666666666665,228.8235,0.0,0.23833333333134724,0.31733333332698666,-0.07899999999563942,-0.0058823529411764705,0.007042253521126761
250.0,-310.0,250.0,32.2581,2024-11-16,False,Welterweight,MALE,3,0,3,0,4.26,0.49,0.0,2.16,0.5,3,0,9,0,1,0,2,0,0,0,3,Orthodox,182.88,182.88,170,0,1,0,3.71,0.38,0.0,2.21,0.24,1,1,6,0,0,0,1,0,0,0,1,Orthodox,180.34,182.88,170,32,26,0,2,2,2,-1,3,0,0,0,2.54,0.0,-6,0.55,0.0,-0.05,neither,KO/TKO,3.0,640.0,500.0,-150.0,900.0,1200.0,1200.0,450.0,1,Punch,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue,-0.8064516129032258,2,3,-1,0.499999999975,0.9999999999666667,-0.49999999999166667,1,3,-2,1.4098,2.0873999999999997,0.5304,1.08,-0.12799999999999967,0.0,0.0,0.0,0.8666666666666667,0.7333333333333334,0.1333333333333333,0.0,342.2581,0.47666666664283336,0.9533333333015557,-0.4766666666587223,0.004,-0.0032258064516129032
-150.0,130.0,66.6667,130.0,2024-11-16,False,Women's Flyweight,FEMALE,3,1,0,0,2.6,0.49,0.4,4.37,0.35,2,1,6,0,0,0,0,1,1,0,2,Orthodox,167.64,167.64,125,0,3,0,3.12,0.45,0.3,0.93,0.41,3,4,21,0,0,1,2,0,1,0,4,Southpaw,162.56,162.56,125,29,30,1,-3,-1,-2,-3,-15,0,1,0,5.08,5.08,1,-0.52,0.1,3.44,neither,U-DEC,3.0,900.0,250.0,350.0,750.0,1000.0,420.0,525.0,0,Not Recorded,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue,-1.1538461538461537,8,3,5,0.49999999999375,0.6666666666444444,-0.1666666666506944,3,-1,4,1.4040000000000001,1.274,0.6813,1.9295,1.3782,0.25,1.0,-0.75,0.9333333333333333,1.0,-0.06666666666666665,216.6667,0.0,0.6066666666590833,0.5666666666477778,0.04000000001130555,-0.006666666666666667,0.007692307692307693
550.0,-800.0,550.0,12.5,2024-11-09,False,Welterweight,MALE,5,0,4,0,4.39,0.57,0.0,0.44,1.0,4,0,7,0,0,0,0,4,0,0,4,Switch,185.42,198.12,170,1,0,0,3.43,0.46,0.2,2.12,0.38,7,11,88,0,0,4,10,6,2,0,22,Orthodox,190.5,203.2,170,37,31,-1,4,-3,-18,-11,-81,0,-2,-2,-5.08,-5.08,-6,0.96,-0.2,-1.68,Red,KO/TKO,1.0,290.0,1100.0,800.0,1600.0,800.0,2000.0,-400.0,1,Punch,0,1,Unranked,Rank 11-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Blue,-0.6875,33,4,29,0.6666666666646465,0.999999999975,-0.33333333331035353,-1,4,-5,1.5778,2.5022999999999995,1.0056,0.44,-1.4900999999999995,0.36363636363636365,1.0,-0.6363636363636364,0.5333333333333333,0.9333333333333333,-0.4,0.0,812.5,0.3022222222213064,1.3066666666339999,-1.0044444444126934,0.0018181818181818182,-0.00125
250.0,-310.0,250.0,32.2581,2024-11-09,False,Middleweight,MALE,3,0,0,0,3.24,0.57,1.3,6.39,0.38,0,0,0,0,0,0,0,0,0,0,0,Southpaw,193.04,198.12,185,0,2,0,3.1,0.45,1.5,2.01,0.35,3,9,43,0,0,0,0,1,11,0,12,Southpaw,185.42,195.58,185,36,34,0,-2,-3,-12,-9,-43,0,-1,-11,7.62,2.54,-2,0.14,-0.2,4.38,neither,SUB,3.0,704.0,700.0,200.0,600.0,165.0,1400.0,450.0,1,Arm Triangle,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue,-0.8064516129032258,21,0,21,0.5714285714258504,0.0,0.5714285714258504,2,0,2,1.395,1.8468,2.2035,3.7282,1.0729000000000002,1.0,0.0,1.0,0.6,0.7333333333333334,-0.13333333333333341,0.0,342.2581,0.41142857142661227,0.0,0.41142857142661227,0.004,-0.0032258064516129032
360.0,-470.0,360.0,21.2766,2024-11-09,False,Women's Strawweight,FEMALE,3,0,2,0,2.89,0.48,1.0,2.68,0.39,2,6,37,0,0,0,2,2,7,0,11,Orthodox,165.1,160.02,115,2,0,0,3.42,0.4,0.2,1.8,0.33,4,2,13,0,0,1,1,1,0,0,4,Orthodox,157.48,157.48,115,31,29,-2,2,-2,7,4,24,0,1,7,7.62,2.54,-2,-0.53,0.8,0.88,Red,U-DEC,3.0,900.0,600.0,250.0,2200.0,110.0,900.0,500.0,0,Not Recorded,1,1,Rank 11-25,Rank 11-25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,Blue,-0.7659574468085106,6,17,-11,0.6666666666555555,0.6470588235256056,0.019607843129949898,-2,2,-4,1.368,1.3872,0.794,2.0452000000000004,1.2320000000000004,0.25,0.8181818181818182,-0.5681818181818182,0.9333333333333333,0.9333333333333333,0.0,0.0,491.2766,0.4355555555482963,0.7247058823486783,-0.289150326800382,0.002777777777777778,-0.002127659574468085
-150.0,130.0,66.6667,130.0,2024-11-09,False,Women's Strawweight,FEMALE,3,0,1,0,4.55,0.5,0.9,0.72,0.25,2,2,15,0,0,1,1,2,0,0,4,Orthodox,157.48,160.02,115,1,0,0,5.54,0.43,0.2,0.31,0.22,4,8,46,1,0,2,6,0,1,0,9,Orthodox,160.02,162.56,115,39,24,-1,1,-2,-5,-6,-31,-1,2,-1,-2.54,-2.54,-15,-0.99,0.7,0.41,neither,U-DEC,3.0,900.0,250.0,350.0,750.0,1000.0,420.0,525.0,0,Not Recorded,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue,-1.1538461538461537,17,6,11,0.5294117647027682,0.6666666666555555,-0.13725490195278733,-1,1,-2,2.3822,2.275,0.2682,1.08,0.919,0.1111111111111111,0.5,-0.3888888888888889,0.4,0.6,-0.19999999999999996,216.6667,0.0,0.1799999999989412,0.43999999999266665,-0.2599999999937255,-0.006666666666666667,0.007692307692307693
-150.0,130.0,66.6667,130.0,2024-11-09,False,Welterweight,MALE,3,1,0,0,3.38,0.53,0.0,0.59,0.12,2,1,5,0,0,0,1,1,0,0,2,Orthodox,175.26,182.88,170,3,0,0,3.77,0.42,0.4,1.01,0.57,2,5,26,0,0,0,3,2,0,0,5,Switch,185.42,190.5,170,31,34,-2,0,0,-3,-4,-21,0,-1,0,-10.16,-7.62,3,-0.39,-0.4,-0.42,neither,KO/TKO,1.0,51.0,250.0,350.0,750.0,1000.0,420.0,525.0,1,Punches,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue,-1.1538461538461537,10,3,7,0.499999999995,0.6666666666444444,-0.1666666666494444,-3,-1,-2,1.5834,1.7914,0.9757,0.07079999999999999,-1.1129000000000002,0.4,0.5,-0.09999999999999998,0.9333333333333333,0.7333333333333334,0.19999999999999996,216.6667,0.0,0.25666666666410004,0.4155555555417037,-0.15888888887760366,-0.006666666666666667,0.007692307692307693
-150.0,130.0,66.6667,130.0,2024-11-09,False,Bantamweight,MALE,3,2,0,1,4.3,0.47,1.4,2.17,0.37,2,3,13,0,0,0,0,1,1,0,2,Switch,177.8,182.88,135,2,0,1,4.32,0.46,0.0,2.17,0.37,3,6,37,0,0,2,4,1,0,0,7,Orthodox,167.64,162.56,135,35,30,0,0,-1,-5,-3,-24,0,0,1,10.16,20.32,-5,-0.02,1.4,0.0,neither,SUB,1.0,259.0,250.0,350.0,750.0,1000.0,420.0,525.0,1,Rear Naked Choke,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue,-1.1538461538461537,14,6,8,0.4999999999964286,0.33333333332777776,0.16666666666865082,-2,-2,0,1.9872000000000003,2.021,0.8029,2.2028999999999996,1.3662,0.14285714285714285,1.0,-0.8571428571428572,0.6666666666666667,1.0,-0.33333333333333326,216.6667,0.0,0.2333333333316667,0.23333333332944442,2.2222779172409446e-12,-0.006666666666666667,0.007692307692307693
-192.0,160.0,52.0833,160.0,2024-11-02,False,Light Heavyweight,MALE,3,2,0,0,3.16,0.42,0.4,1.27,0.5,1,2,5,0,0,0,0,1,0,0,1,Orthodox,190.5,205.74,205,2,0,0,5.82,0.53,0.0,0.0,0.0,1,2,9,0,0,0,1,0,0,0,1,Southpaw,193.04,198.12,250,30,28,0,0,0,0,0,-4,0,1,0,-2.54,7.62,-2,-2.66,0.4,1.27,neither,S-DEC,3.0,900.0,300.0,500.0,800.0,600.0,200.0,350.0,0,Not Recorded,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue,-1.2,3,3,0,0.3333333333222222,0.3333333333222222,0.0,-2,-2,0,3.0846000000000005,1.3272,0.0,1.0350000000000001,2.7924000000000007,0.0,1.0,-1.0,1.0,0.8666666666666667,0.1333333333333333,244.0833,0.0,0.23333333332555553,0.20222222221548145,0.031111111110074086,-0.005208333333333333,0.00625
190.0,-250.0,190.0,40.0,2024-11-02,False,Women's Flyweight,FEMALE,3,0,2,0,3.7,0.44,0.6,2.5,0.43,2,2,24,0,0,0,5,0,1,0,6,Orthodox,170.18,172.72,125,1,0,0,4.04,0.41,0.3,0.52,0.55,3,6,29,0,0,1,3,0,2,0,6,Orthodox,167.64,170.18,125,30,35,-1,2,-1,0,-4,-5,0,0,-1,2.54,2.54,5,-0.34,0.3,1.98,Red,SUB,3.0,748.0,300.0,-110.0,2000.0,450.0,800.0,750.0,1,D'Arce Choke,1,1,Rank 11-25,Rank 11-25,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Blue,-0.76,12,8,4,0.49999999999583333,0.749999999990625,-0.24999999999479172,-1,2,-3,1.6563999999999999,1.6280000000000001,0.5860000000000001,1.6749999999999998,1.1173999999999995,0.3333333333333333,0.16666666666666666,0.16666666666666666,1.0,0.6666666666666667,0.33333333333333326,0.0,290.0,0.4249999999964583,0.5999999999925001,-0.17499999999604177,0.005263157894736842,-0.004
-270.0,220.0,37.037,220.0,2024-11-02,False,Middleweight,MALE,3,1,0,0,3.47,0.44,1.1,2.31,0.41,1,5,17,0,0,0,1,1,1,0,3,Orthodox,182.88,190.5,185,2,0,0,5.98,0.47,0.1,0.21,0.25,2,7,31,0,0,0,2,2,1,0,5,Orthodox,185.42,187.96,185,34,32,-1,0,-1,-2,-2,-14,0,-1,0,-2.54,2.54,-2,-2.51,1.0,2.1,neither,KO/TKO,1.0,268.0,150.0,350.0,1800.0,800.0,225.0,800.0,1,Punch,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue,-1.2272727272727273,12,8,4,0.41666666666319446,0.3749999999953125,0.041666666667881935,-2,-1,-1,2.8106,1.5268000000000002,0.1525,2.0471,3.1784,0.6,0.6666666666666666,-0.06666666666666665,0.7333333333333334,0.8666666666666667,-0.1333333333333333,307.037,0.0,0.2138888888871065,0.2762499999965469,-0.062361111109440426,-0.003703703703703704,0.004545454545454545
-150.0,130.0,66.6667,130.0,2024-11-02,False,Featherweight,MALE,3,0,2,1,2.84,0.49,1.5,2.34,0.35,3,3,24,0,0,0,3,0,2,0,5,Switch,177.8,182.88,145,1,0,0,3.6,0.58,0.6,3.22,0.39,5,2,20,0,0,1,2,0,3,0,6,Orthodox,172.72,180.34,145,29,28,-1,2,-2,-1,1,4,0,0,-1,5.08,2.54,-1,-0.76,0.9,-0.88,neither,SUB,2.0,359.0,250.0,350.0,750.0,1000.0,420.0,525.0,1,Arm Triangle,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue,-1.1538461538461537,8,9,-1,0.749999999990625,0.5555555555493827,0.19444444444124231,-1,2,-3,2.088,1.3916,1.8558,2.319,1.1596000000000002,0.5,0.4,0.09999999999999998,0.9333333333333333,0.8666666666666667,0.06666666666666665,216.6667,0.0,0.5949999999925626,0.5777777777713581,0.01722222222120451,-0.006666666666666667,0.007692307692307693
-150.0,130.0,66.6667,130.0,2024-11-02,False,Bantamweight,MALE,3,0,1,0,3.47,0.44,0.7,2.18,0.4,1,5,16,0,0,0,0,1,1,0,2,Orthodox,177.8,180.34,135,0,1,0,3.11,0.46,0.5,0.68,0.3,2,2,15,0,0,1,1,1,0,0,3,Orthodox,167.64,162.56,135,37,37,0,0,-1,-1,3,1,0,0,1,10.16,17.78,0,0.36,0.2,1.5,neither,U-DEC,3.0,900.0,250.0,350.0,750.0,1000.0,420.0,525.0,0,Not Recorded,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue,-1.1538461538461537,5,7,-2,0.599999999988,0.2857142857102041,0.31428571427779595,1,1,0,1.4306,1.5268000000000002,0.704,1.572,0.7718,0.3333333333333333,1.0,-0.6666666666666667,0.5333333333333333,0.5333333333333333,0.0,216.6667,0.0,0.35199999999296006,0.16761904761665306,0.184380952376307,-0.006666666666666667,0.007692307692307693
200.0,-245.0,200.0,40.8163,2024-10-26,False,Middleweight,MALE,3,0,7,0,5.36,0.58,2.8,4.31,0.46,7,0,12,0,1,0,1,2,3,0,7,Orthodox,187.96,190.5,185,0,2,0,4.54,0.43,0.0,0.8,0.38,9,5,64,4,0,1,10,6,0,0,17,Orthodox,182.88,185.42,185,33,30,0,5,-2,-10,-5,-52,-4,-4,3,5.08,5.08,-3,0.82,2.8,3.51,Red,SUB,1.0,214.0,600.0,550.0,2500.0,240.0,380.0,175.0,1,Rear Naked Choke,1,1,Rank 11-25,Top 10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,Blue,-0.8163265306122449,22,7,15,0.7727272727237604,0.9999999999857143,-0.2272727272619539,2,7,-5,1.9522,3.1088,0.30400000000000005,4.7825999999999995,3.321999999999999,0.35294117647058826,0.7142857142857143,-0.36134453781512604,0.8,1.0,-0.19999999999999996,0.0,285.8163,0.7418181818148101,1.6999999999757145,-0.9581818181609044,0.005,-0.004081632653061225
-575.0,425.0,17.3913,425.0,2024-10-19,False,Bantamweight,MALE,3,1,0,0,6.25,0.37,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,175.26,175.26,135,0,1,0,3.8,0.43,1.1,0.33,0.11,2,3,17,0,0,0,1,1,2,0,4,Southpaw,170.18,177.8,135,28,27,1,-1,-2,-4,-2,-16,0,-1,-2,5.08,-2.54,-1,2.45,-1.1,-0.33,neither,U-DEC,3.0,900.0,200.0,1000.0,215.0,2500.0,215.0,800.0,0,Not Recorded,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue,-1.3529411764705883,7,1,6,0.5714285714204081,0.0,0.5714285714204081,1,-1,2,1.634,2.3125,1.1363,0.0,-1.8148000000000002,0.75,0.0,0.75,0.8666666666666667,0.8,0.06666666666666665,592.3913,0.0,0.5447619047541225,0.0,0.5447619047541225,-0.0017391304347826088,0.002352941176470588
205.0,-250.0,205.0,40.0,2024-10-19,False,Flyweight,MALE,3,0,3,0,2.11,0.56,1.7,5.08,0.5,3,0,8,0,0,0,2,0,1,0,3,Orthodox,162.56,165.1,125,2,0,0,3.31,0.51,0.8,1.22,0.43,4,3,24,0,0,2,3,1,1,0,7,Orthodox,167.64,167.64,125,31,30,-2,3,-1,-4,-3,-16,0,-1,0,-5.08,-2.54,-1,-1.2,0.9,3.86,Red,U-DEC,3.0,900.0,300.0,350.0,1200.0,1000.0,1100.0,525.0,0,Not Recorded,1,1,Rank 11-25,Top 10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,Blue,-0.82,10,3,7,0.699999999993,0.9999999999666667,-0.29999999997366666,-2,3,-5,1.6881000000000002,1.1816,1.3246,4.24,3.4219000000000004,0.2857142857142857,0.3333333333333333,-0.047619047619047616,0.9333333333333333,1.0,-0.06666666666666665,0.0,290.0,0.45733333332875997,1.2999999999566667,-0.8426666666279068,0.004878048780487805,-0.004
170.0,-205.0,170.0,48.7805,2024-10-19,False,Bantamweight,MALE,3,0,2,0,5.2,0.4,0.4,1.13,0.27,2,0,5,0,0,0,1,0,1,0,2,Orthodox,167.64,172.72,135,0,1,0,4.84,0.52,0.0,1.88,0.34,2,3,21,1,0,0,4,0,0,0,4,Orthodox,167.64,162.56,135,32,25,0,1,0,-2,-3,-16,-1,0,1,0.0,10.16,-7,0.36,0.4,-0.75,neither,U-DEC,3.0,900.0,240.0,-115.0,1400.0,700.0,2200.0,600.0,0,Not Recorded,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue,-0.8292682926829268,7,2,5,0.5714285714204081,0.99999999995,-0.42857142852959185,1,2,-1,2.5168,2.08,0.6392,0.7051000000000001,0.5026999999999999,0.0,0.5,-0.5,0.8666666666666667,0.6666666666666667,0.19999999999999996,0.0,253.78050000000002,0.5447619047541225,0.79999999996,-0.2552380952058776,0.0058823529411764705,-0.004878048780487805
190.0,-230.0,190.0,43.4783,2024-10-19,False,Women's Strawweight,FEMALE,3,1,0,0,3.5,0.53,0.0,0.49,0.6,1,4,17,0,0,1,2,0,0,0,3,Orthodox,160.02,160.02,115,2,0,0,2.63,0.33,0.5,1.29,0.18,2,6,30,1,0,2,0,1,3,0,6,Orthodox,165.1,170.18,115,41,31,-1,0,-1,-3,-2,-13,-1,-1,-3,-5.08,-10.16,-10,0.87,-0.5,-0.8,neither,U-DEC,3.0,900.0,350.0,-110.0,450.0,2000.0,2000.0,450.0,0,Not Recorded,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue,-0.8260869565217391,12,7,5,0.49999999999583333,0.4285714285653061,0.07142857143052722,-2,-1,-1,0.8679,1.855,0.7322,0.294,-1.4253,0.6666666666666666,0.0,0.6666666666666666,0.2666666666666667,0.9333333333333333,-0.6666666666666666,0.0,273.4783,0.09333333333255557,0.33999999999514285,-0.2466666666625873,0.005263157894736842,-0.004347826086956522
-150.0,130.0,66.6667,130.0,2024-10-12,False,Middleweight,MALE,3,1,0,0,4.77,0.51,0.9,1.85,0.47,4,3,24,0,1,1,2,0,3,0,7,Orthodox,177.8,185.42,185,1,0,0,3.43,0.43,0.0,0.74,0.26,5,9,65,0,0,3,10,2,0,0,15,Orthodox,185.42,187.96,185,36,33,0,0,-1,-8,-6,-41,0,-2,3,-7.62,-2.54,-3,1.34,0.9,1.11,neither,S-DEC,3.0,900.0,250.0,350.0,750.0,1000.0,420.0,525.0,0,Not Recorded,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue,-1.1538461538461537,24,10,14,0.6249999999973959,0.699999999993,-0.07499999999560414,-1,-1,0,1.4749,2.4326999999999996,0.19240000000000002,1.7694999999999999,0.6193000000000004,0.13333333333333333,0.42857142857142855,-0.2952380952380952,0.6,0.8,-0.20000000000000007,216.6667,0.0,0.3187499999986719,0.47599999999523995,-0.15724999999656808,-0.006666666666666667,0.007692307692307693
240.0,-298.0,240.0,33.557,2024-10-12,False,Flyweight,MALE,3,0,0,0,8.12,0.41,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,162.56,160.02,125,1,0,0,5.1,0.56,0.2,0.0,0.0,2,3,17,0,0,1,1,2,0,0,4,Orthodox,167.64,172.72,125,33,27,-1,0,-2,-4,-3,-17,0,-2,0,-5.08,-12.7,-6,3.02,-0.2,0.0,neither,KO/TKO,1.0,170.0,650.0,100.0,2000.0,1400.0,650.0,280.0,1,Punch,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue,-0.8053691275167785,7,0,7,0.5714285714204081,0.0,0.5714285714204081,-1,0,-1,2.856,3.3291999999999993,0.2,0.0,-0.6731999999999996,0.5,0.0,0.5,0.8,0.8,0.0,0.0,331.557,0.3885714285658775,0.0,0.3885714285658775,0.004166666666666667,-0.003355704697986577
